1.8184230601322806e-31	1.2554835039350427e-17	1.0746273380921287e-17
1.8184230215020175e-30	1.26514112769153e-17	1.2707468536693268e-17
1.8184230215020174e-29	1.2715795016797367e-17	1.2788065022669333e-17
1.818423121296864e-28	1.3118192980613731e-17	1.3191050864491452e-17
2.1785214715883843e-27	1.8671294545283744e-17	1.8779112847406266e-17
2.5205924107678382e-26	2.6397347290733615e-17	2.659702644382488e-17
3.0607402339800643e-25	7.259270494489382e-17	7.307465853892127e-17
1.04784590338032e-23	3.4123398877275597e-16	3.411941789912654e-16
3.4207100034403756e-22	1.8510334632220572e-15	1.8617919096349316e-15
1.754329011813473e-20	1.680416515513914e-14	1.691194798646752e-14
8.944515535373754e-20	4.220356227255655e-14	4.247464301399326e-14
4.376808632435928e-19	1.0602397376551039e-13	1.0671049870428147e-13
2.0722882669814953e-18	2.662269001011416e-13	2.6801205449492157e-13
9.481154082458827e-18	6.689474047251137e-13	6.732540605569719e-13
4.173356009257898e-17	1.680416380307993e-12	1.6909260504695772e-12
1.7563249473780287e-16	4.2203563560231996e-12	4.247464543190477e-12
7.041331426019055e-16	1.0604007453731178e-11	1.0671049601771314e-11
9.468599246904405e-16	1.3348365480848285e-11	1.3432841611972454e-11
2.5836242523957812e-15	2.6638784440114005e-11	2.680120461665597e-11
6.9009745775546375e-15	5.3148803847047215e-11	5.3462709667769785e-11
1.8112442212582057e-14	1.0605617144608685e-10	1.0671049359980163e-10
4.688426185849512e-14	2.116616593849258e-10	2.128836832035465e-10
1.2019805893415888e-13	4.2235752870918087e-10	4.2474643819963764e-10
1.5732174577502579e-13	5.318099766459736e-10	5.346270966776979e-10
2.932906138636443e-13	8.429444908095736e-10	8.47612281248884e-10
5.453627574483517e-13	1.3361242106495532e-9	1.3432841665703821e-9
7.434072049367529e-13	1.6820260068017277e-9	1.6909261283800592e-9
9.066844766698036e-13	2.1182260626027514e-9	2.1288367165130265e-9
1.235106126991729e-12	2.667097729190756e-9	2.680120453605892e-9
2.290130817739106e-12	4.22679476542248e-9	4.247464516324794e-9
4.2419246943247704e-12	6.7023503831714086e-9	6.732540524972669e-9
7.853532356621212e-12	1.0624932308422757e-8	1.0671048983860597e-8
1.0193882664660676e-11	1.3378947804775299e-8	1.343284134331562e-8
1.3866976346409449e-11	1.683635636514651e-8	1.6909260665889872e-8
1.8868630677922863e-11	2.121445322028598e-8	2.1288367165130267e-8
2.5655968766947896e-11	2.6703170240276776e-8	2.6801205745014673e-8
3.489278463164046e-11	3.364052090863982e-8	3.374329833173459e-8
4.5065420941243706e-11	4.234842543780408e-8	4.24746432826501e-8
6.128691360295131e-11	5.3325859220250584e-8	5.3462711548367625e-8
8.33222605610179e-11	6.715227395121287e-8	6.732540417509935e-8
1.0710884225646965e-10	8.456808300954139e-8	8.47612313487704e-8
1.456360898559281e-10	1.0650685946019882e-7	1.0671048983860596e-7
1.9804769114283822e-10	1.3411140270266225e-7	1.3432841343315618e-7
2.691627952789309e-10	1.6884644773655924e-7	1.690926165992016e-7
3.660217474596046e-10	2.127883670263296e-7	2.128836815916055e-7
4.675871640022066e-10	2.678364911838018e-7	2.6801205745014674e-7
5.206715518852939e-10	2.96809179603352e-7	2.96865793346081e-7
5.923306902036023e-10	3.3737097210588467e-7	3.374329725710726e-7
8.053444001102717e-10	4.2493288603051613e-7	4.247464435727743e-7
1.0471376593531862e-9	5.351901182414788e-7	5.34627104737403e-7
1.4052401674366204e-9	6.919646096799286e-7	6.90985398158322e-7
1.4205313326193154e-9	7.178790618437512e-7	7.173137356369381e-7
1.5037152433993876e-9	8.414959138833046e-7	8.398212465000353e-7
1.6380196663972956e-9	1.0639418367412422e-6	1.061463180099094e-6
1.770006518258875e-9	1.281880905211569e-6	1.2785378346868086e-6
1.9498625050677445e-9	1.5658132821123018e-6	1.5614335237174157e-6
